recpid,recpname,recpversion,count,mean,mode,lower_bound,upper_bound
3WWB2.02,3WWB2,.02,9035,8427.701383508578,0,0,26006
3WWB3.02,3WWB3,.02,6546,10382.509013137795,0,0,22235
3WWB3.03,3WWB3,.03,1943,12795.391662377766,12710,97,26261
S3RF1.01,S3RF1,.01,3,0.0,0,0,0
S6R01.01,S6R01,.01,8,0.0,0,0,0
SAT01.01,SAT01,.01,487,0.0,0,0,0
SBIN3.03,SBIN3,.03,2112,10.63873106060606,0,0,34
SBIN3.04,SBIN3,.04,26279,0.32314776056927585,0,0,4
SBIN4.01,SBIN4,.01,2285,4.361487964989059,0,0,12
SBK01.01,SBK01,.01,89,21614308.483146068,0,0,48131051
SCAS2.01,SCAS2,.01,839,1.8104886769964244,0,0,15
SCAS3.01,SCAS3,.01,8423,3.3523685147809568,2,0,11
SCAS4.01,SCAS4,.01,511,3.4148727984344425,3,2,6
SCAS5.01,SCAS5,.01,2145,2.6503496503496504,2,2,4
SCAS6.01,SCAS6,.01,3114,4.798972382787412,3,2,9
SCAS7.01,SCAS7,.01,1886,2.601272534464475,2,0,5
SCAS8.01,SCAS8,.01,4816,4.414867109634551,3,2,8
SCAS9.01,SCAS9,.01,235,4.0,3,2,13
SDD01.10,SDD01,.10,1135,50848.652863436124,41768,22239,79457
SDD01.11,SDD01,.11,938,43977.59701492537,10082,10416,77539
SDD02.06,SDD02,.06,15244,74819.4659538179,99018,17395,132243
SDD02.07,SDD02,.07,14237,60774.80354007165,41767,19148,102401
SDD03.05,SDD03,.05,2517,69049.31307111641,12850,10849,137671
SDD03.06,SDD03,.06,1098,58418.62932604736,61906,30730,84475
SDD62.09,SDD62,.09,1,9904171.0,9904171,9904171,9904171
SDD62.10,SDD62,.10,4644,115763.58290267011,86090,39295,192231
SDD62.12,SDD62,.12,6149,78784.26931208327,89738,24137,133431
SDD62.13,SDD62,.13,9540,79769.67452830188,86998,33047,126491
SDM01.06,SDM01,.06,1795,1370.1938718662952,11,9,4097
SDM01.11,SDM01,.11,130,2540.892307692308,89,62,7074
SDM02.06,SDM02,.06,23920,1220.0244983277591,8,8,3047
SDM02.07,SDM02,.07,11,67076.54545454546,0,0,335274
SDM02.08,SDM02,.08,2,21.0,0,0,42
SDM02.09,SDM02,.09,2,1170.5,1070,1070,1271
SDM02.11,SDM02,.11,1711,1035.9549970777323,1043,602,1469
SDM03.05,SDM03,.05,36020,45065.20791227096,0,0,144431
SDM04.05,SDM04,.05,40947,40859.145383056144,0,0,102325
SDM05.02,SDM05,.02,1001,48529.58941058941,28843,28839,96812
SDM62.07,SDM62,.07,3877,1072.1083311839052,8,0,3697
SDM62.08,SDM62,.08,6,3249.6666666666665,0,0,6794
SDM62.09,SDM62,.09,1,272.0,272,272,272
SDM62.10,SDM62,.10,8894,2287.040814031932,1186,546,5364
SDM62.11,SDM62,.11,6,5164.833333333333,6849,0,15807
SDM62.12,SDM62,.12,1,6700.0,6700,6700,6700
SDM62.13,SDM62,.13,1206,1624.9892205638475,14,14,3335
SDT02.01,SDT02,.01,27700,904.6805054151624,3,34,1774
SDT61.03,SDT61,.03,16011,1032.2906751608268,1093,339,1725
SGA01.04,SGA01,.04,388,20923.146907216495,9988,8221,45807
SGA01.05,SGA01,.05,1355,13430.053136531365,9667,9617,19675
SGC01.03,SGC01,.03,183,30995.737704918032,676,579,103581
SGC01.05,SGC01,.05,1513,7436.140118968936,713,428,24614
SGD01.05,SGD01,.05,1794,4422.212931995541,5644,2378,6466
SGF01.03,SGF01,.03,5127,2723.1767115272087,970,720,6713
SGF01.04,SGF01,.04,9359,2252.6052997115075,0,0,7515
SGG01.05,SGG01,.05,1188,4124.410774410774,3515,2462,5786
SGG01.07,SGG01,.07,674,3935.5163204747773,4225,1762,6108
SGG02.05,SGG02,.05,15972,4671.6562108690205,4769,2782,6560
SGG02.06,SGG02,.06,2,531.0,0,0,1062
SGG02.07,SGG02,.07,8513,4405.1910019969455,4753,2883,5927
SGG06.03,SGG06,.03,1053,5442.863247863248,7002,978,9594
SGG07.01,SGG07,.01,549,8014.653916211293,8668,3542,11903
SGG62.06,SGG62,.06,4006,5288.4251123315025,5166,4205,6821
SGG62.07,SGG62,.07,5939,5197.988213503957,5170,3384,7011
SGG62.08,SGG62,.08,2,5.0,0,0,10
SGG62.09,SGG62,.09,4705,4818.0206163655685,5189,2575,7060
SGG6A.01,SGG6A,.01,151,5882.172185430463,7330,2112,7371
SGL03.08,SGL03,.08,26101,2817.220221447454,1606,1081,5137
SGL62.01,SGL62,.01,176,3856.9488636363635,5702,614,7469
SGL63.06,SGL63,.06,14603,3492.7497089639114,2836,1057,7119
SGM01.07,SGM01,.07,10547,5420.50564141462,3199,1818,11340
SGM01.08,SGM01,.08,16508,4986.865640901381,2458,1567,11453
SGM03.03,SGM03,.03,9395,1005.3523150612027,740,274,2385
SGM03.05,SGM03,.05,1509,1048.416169648774,478,450,2195
SGM03.07,SGM03,.07,14182,757.9571992666761,748,494,1021
SGM03.08,SGM03,.08,13,792.2307692307693,552,552,1301
SGM05.01,SGM05,.01,1791,57.75656058068118,3,2,521
SGM06.01,SGM06,.01,466,223.19957081545064,2,2,1208
SGM06.02,SGM06,.02,1341,511.5480984340045,3,2,2238
SGM61.03,SGM61,.03,6291,7081.757749165475,2721,1911,20856
SGM61.04,SGM61,.04,9104,4592.826230228471,2663,1868,11397
SGM63.03,SGM63,.03,3923,327.9095080295692,3,2,1112
SGM63.05,SGM63,.05,1453,941.7942188575362,654,356,1952
SGM63.06,SGM63,.06,728,843.6291208791209,637,242,1888
SGM63.08,SGM63,.08,8234,711.7624483847462,719,528,895
SGM63.09,SGM63,.09,8,736.0,548,548,1355
SGM64.01,SGM64,.01,3,123.66666666666667,7,7,355
SGN01.05,SGN01,.05,1754,4667.984606613455,1097,215,13993
SGN02.09,SGN02,.09,1833,2713.8428805237318,602,267,8932
SGN03.10,SGN03,.10,16033,1902.085947732801,1386,877,3654
SGN03.11,SGN03,.11,8927,1299.6021059706509,1155,630,2053
SGN04.05,SGN04,.05,446,2039.3901345291479,1348,568,5147
SGN04.06,SGN04,.06,458,1345.524017467249,1155,507,2959
SGN63.11,SGN63,.11,3919,2867.3528961469765,1525,1296,5448
SGN63.12,SGN63,.12,5799,2546.295568201414,1467,1178,5342
SGN63.13,SGN63,.13,4722,1446.1376535366371,1386,747,2145
SGR01.02,SGR01,.02,395,7082.498734177215,3959,2092,13402
SGR01.03,SGR01,.03,1346,7569.633729569094,3419,1136,15306
SGS01.02,SGS01,.02,244,3.0450819672131146,2,2,5
SGS02.02,SGS02,.02,18,6414.944444444444,1463,1463,19321
SGS02.04,SGS02,.04,104,5353.538461538462,915,915,15277
SGS03.03,SGS03,.03,286,6116.608391608392,1177,571,20005
SGS03.04,SGS03,.04,1398,4651.909871244635,1544,1032,12373
SGS04.05,SGS04,.05,5980,4309.072240802676,0,0,9149
SGS04.06,SGS04,.06,20418,4305.890537760799,2890,789,8749
SGS64.05,SGS64,.05,2761,7626.191597247374,0,0,16561
SGS64.07,SGS64,.07,2634,4294.614274867122,0,0,13080
SGS64.08,SGS64,.08,8808,6095.876816530427,3673,2979,10826
SGS64.09,SGS64,.09,1580,5245.0582278481015,3704,1954,9133
SGU01.02,SGU01,.02,393,42662.9262086514,28052,23704,84531
SGU01.03,SGU01,.03,1351,31543.564026646927,26747,25268,41747
SGU03.07,SGU03,.07,7,0.0,0,0,0
SGU03.08,SGU03,.08,8719,2825.5373322628743,0,0,11117
SGU03.09,SGU03,.09,32139,706.9162077227045,935,145,1341
SGU63.08,SGU63,.08,3725,4517.237046979866,0,0,15812
SGU63.09,SGU63,.09,1323,1258.655328798186,962,29,2579
SGU63.10,SGU63,.10,18663,665.7486470556717,935,172,1235
SHAS1.01,SHAS1,.01,67,19387290.970149253,0,0,48171552
SKC02.02,SKC02,.02,335284,71.03618723231648,12,9,283
SKE01.01,SKE01,.01,59023,0.0,0,0,0
SKG01.01,SKG01,.01,333307,0.0,0,0,0
SKO0W.01,SKO0W,.01,26,9.73076923076923,6,0,24
SKP01.05,SKP01,.05,338615,551.1688761572877,182,117,1397
SKP02.01,SKP02,.01,264942,0.0,0,0,0
SKP0W.01,SKP0W,.01,145,228.4,19,16,632
SKQ01.01,SKQ01,.01,38559,0.0,0,0,0
SKR02.04,SKR02,.04,312873,1735.8814503009207,9,8,5175
SKR02.05,SKR02,.05,31412,1930.8911244110532,1062,255,4459
SKR03.03,SKR03,.03,302888,0.0,0,0,0
SKR03.04,SKR03,.04,28596,0.0,0,0,0
SLI01.04,SLI01,.04,25932,799.5564553447477,3,0,2597
SLI01.05,SLI01,.05,10918,1393.576296024913,1498,556,2230
SLI02.02,SLI02,.02,990,620.4434343434343,4,3,1895
SLI02.03,SLI02,.03,752,1154.8936170212767,1517,187,2185
SLI03.02,SLI03,.02,26424,750.4004314259764,3,0,2527
SLI03.03,SLI03,.03,10781,1357.4284389203228,1506,488,2226
SLI04.02,SLI04,.02,10444,62.111930294906166,0,0,504
SLI04.03,SLI04,.03,4391,278.5465725347301,0,0,1357
SLI04.04,SLI04,.04,8631,14.477928397636427,0,0,172
SLI05.02,SLI05,.02,11159,47.468411147952324,0,0,399
SLI05.03,SLI05,.03,4503,229.35243171219187,0,0,1093
SLI05.04,SLI05,.04,9899,8.579553490251541,0,0,118
SLI61.01,SLI61,.01,5258,1968.4418029669075,2312,322,3816
SLI63.01,SLI63,.01,5091,1940.717147908073,2339,319,3797
SLP01.07,SLP01,.07,415,6408.021686746988,109,109,14248
SLP01.08,SLP01,.08,1497,4658.086840347361,3346,684,8631
SLP02.04,SLP02,.04,385,5582.620779220779,3456,2092,9996
SLP02.05,SLP02,.05,1423,5060.35839775123,3319,2332,8887
SLP03.05,SLP03,.05,448,3506.8058035714284,2042,1039,7735
SLP03.06,SLP03,.06,560,4108.3375,3592,860,7448
SLP03.09,SLP03,.09,864,4374.378472222223,3249,1526,8034
SLP08.02,SLP08,.02,22,4350.545454545455,40,40,10835
SLP08.03,SLP08,.03,17,4371.058823529412,1013,1013,7439
SLP09.03,SLP09,.03,34,2570.676470588235,110,110,7180
SLP09.04,SLP09,.04,8,4083.5,2451,2451,7456
SLP10.03,SLP10,.03,8,7597.375,1418,1418,13897
SLP12.02,SLP12,.02,10395,4807.223953823954,3153,1286,9182
SLP12.03,SLP12,.03,3843,4403.653395784543,3160,1837,7388
SLP12.06,SLP12,.06,11469,4684.0517045949955,3145,2455,8174
SLP12.07,SLP12,.07,7,5392.285714285715,3176,3273,6489
SLP13.02,SLP13,.02,10207,7492.969138826295,5193,2043,13347
SLP13.03,SLP13,.03,15411,7180.3503341768865,5027,3971,11974
SLP13.04,SLP13,.04,5,9413.2,7152,7152,11860
SLP61.03,SLP61,.03,5767,6521.615051153112,5097,3128,9915
SLP61.04,SLP61,.04,8911,5845.451127819549,5058,4359,8008
SLP62.01,SLP62,.01,18,1749.888888888889,0,0,6328
SLP62.02,SLP62,.02,17,2597.823529411765,0,0,6003
SLP63.03,SLP63,.03,5843,4377.435735067602,3434,1828,6926
SLP63.04,SLP63,.04,2632,3941.4673252279636,3338,3211,5502
SLP63.05,SLP63,.05,767,3641.277705345502,3361,3160,4657
SLP63.06,SLP63,.06,5276,3929.9670204700533,3330,2674,5646
SLP64.01,SLP64,.01,22,1387.4545454545455,0,0,5846
SLP64.02,SLP64,.02,4,2390.75,0,0,3299
SLP64.03,SLP64,.03,16,2021.0,0,0,5847
SLR01.09,SLR01,.09,16132,4549.421708405654,3176,3172,6559
SLR01.10,SLR01,.10,10760,4486.545539033457,3176,3168,6421
SLR02.08,SLR02,.08,7444,4757.842826437399,3774,3754,6901
SLR02.09,SLR02,.09,17779,4676.759154058159,3774,3757,6528
SLR05.04,SLR05,.04,145,3480.406896551724,1996,55,8374
SLR05.05,SLR05,.05,576,3297.0208333333335,1980,141,6227
SLR10.04,SLR10,.04,140,6258.942857142857,3878,3106,14634
SLR10.05,SLR10,.05,419,4326.372315035799,3176,2330,6321
SLR12.02,SLR12,.02,265,5001.25283018868,3774,3771,7774
SLR12.03,SLR12,.03,1496,4865.155080213904,3774,3763,6917
SLR61.08,SLR61,.08,9417,4477.374323032813,3778,2442,6512
SLR61.09,SLR61,.09,5167,4458.252370814786,3781,3172,6256
SLR62.06,SLR62,.06,4219,4431.317847831239,3778,2137,6724
SLR62.07,SLR62,.07,10557,4358.094060812731,3781,3757,5783
SLR65.03,SLR65,.03,44,4383.454545454545,2671,1980,7176
SLR65.04,SLR65,.04,45,3414.6,1980,481,6347
SLR66.01,SLR66,.01,95,3781.157894736842,3157,1630,5931
SLR66.02,SLR66,.02,162,4303.055555555556,3481,1962,6543
SLR66.03,SLR66,.03,71,4316.816901408451,3175,3168,6138
SLR67.01,SLR67,.01,1,3585.0,3585,3585,3585
SLR67.02,SLR67,.02,10,8884.2,0,0,60090
SLR69.01,SLR69,.01,3,3787.3333333333335,2573,2573,4698
SLW02.01,SLW02,.01,648,57.37808641975309,0,0,383
SMOV1.03,SMOV1,.03,57898,0.006839614494455767,0,0,0
SMOV2.01,SMOV2,.01,793,5.486759142496847,2,2,22
SMOV3.06,SMOV3,.06,49423,0.0,0,0,0
SMOV3.07,SMOV3,.07,13105,0.0,0,0,0
SMOV4.02,SMOV4,.02,62531,0.0,0,0,0
SMOV5.03,SMOV5,.03,41566,33.710123658759564,0,0,511
SMOV6.01,SMOV6,.01,79593,87.9551845011496,7,5,335
SMOV8.01,SMOV8,.01,43065,0.007291303843027981,0,0,0
SMOV9.01,SMOV9,.01,41653,1.3098456293664322,0,0,13
SMOVA.02,SMOVA,.02,38553,0.11967940238113765,0,0,2
SMOVE.01,SMOVE,.01,49420,0.0,0,0,0
SMOVE.02,SMOVE,.02,13105,0.0,0,0,0
SMOVG.01,SMOVG,.01,539,11.447124304267161,8,5,21
SMOVG.02,SMOVG,.02,22170,10.138430311231394,6,5,31
SMOVH.01,SMOVH,.01,50110,0.0,0,0,0
SMOVK.02,SMOVK,.02,20284,0.0,0,0,0
SMOVL.01,SMOVL,.01,2397,0.0,0,0,0
SMOVM.01,SMOVM,.01,151,0.0,0,0,0
SMOVN.01,SMOVN,.01,4279,1.7899041832203786,0,0,13
SMVCC.01,SMVCC,.01,36138,15602.405833194975,4468,4009,29876
SMVCW.01,SMVCW,.01,2912,11626.526098901099,3477,3005,24536
SOB01.07,SOB01,.07,1016,5420.162401574803,2921,1560,11663
SOB01.08,SOB01,.08,755,3116.7973509933777,1652,1580,6096
SOB02.02,SOB02,.02,989,3525.7451971688574,636,377,9035
SOB02.03,SOB02,.03,728,1587.5563186813188,908,279,3867
SOB02.04,SOB02,.04,10,4823.9,553,553,9263
SOC01.11,SOC01,.11,10276,3893.474017127287,1255,572,9884
SOC01.12,SOC01,.12,5645,2635.589548272808,946,353,7107
SOC01.13,SOC01,.13,232,1449.6508620689656,862,300,3639
SOC01.14,SOC01,.14,10427,1505.375467536204,889,445,3308
SOC03.04,SOC03,.04,5849,4560.479911095914,1417,677,11696
SOC03.05,SOC03,.05,3682,2413.3655621944595,1097,360,6538
SOC03.06,SOC03,.06,160,1407.8375,943,382,3252
SOC03.07,SOC03,.07,4885,1817.8190378710337,1263,627,3341
SOC20.01,SOC20,.01,36,4.5,0,0,57
SOC20.02,SOC20,.02,772,154.21761658031087,0,0,634
SOC21.01,SOC21,.01,794,0.0,0,0,0
SOC22.01,SOC22,.01,787,0.0,0,0,0
SOC23.01,SOC23,.01,812,0.0,0,0,0
SOC24.01,SOC24,.01,793,0.0,0,0,0
SOC25.01,SOC25,.01,800,0.0,0,0,0
SOC26.01,SOC26,.01,807,0.0,0,0,0
SOC27.01,SOC27,.01,38,3.9210526315789473,0,0,51
SOC27.02,SOC27,.02,765,103.69411764705882,0,0,369
SOC28.01,SOC28,.01,827,0.0,0,0,0
SOC29.01,SOC29,.01,809,0.0,0,0,0
SOC2A.01,SOC2A,.01,808,167.15717821782178,0,0,742
SOC41.01,SOC41,.01,11190,0.0,0,0,0
SOC42.01,SOC42,.01,11376,0.0,0,0,0
SOC43.01,SOC43,.01,11272,94.53016323633783,0,0,382
SOC44.01,SOC44,.01,11208,0.0,0,0,0
SOC45.01,SOC45,.01,234,0.0,0,0,0
SOC45.02,SOC45,.02,14,0.0,0,0,0
SOC45.03,SOC45,.03,3994,0.0,0,0,0
SOC45.04,SOC45,.04,6966,0.0,0,0,0
SOC46.01,SOC46,.01,11501,0.0,0,0,0
SOC47.01,SOC47,.01,11164,0.0,0,0,0
SOC48.01,SOC48,.01,135,0.0,0,0,0
SOC48.02,SOC48,.02,10989,86.47565747565747,0,0,334
SOC61.01,SOC61,.01,1851,269.9254457050243,0,0,838
SOC61.02,SOC61,.02,6919,354.5340367105073,0,0,960
SOC62.01,SOC62,.01,8301,123.62149138657993,0,0,476
SOC63.01,SOC63,.01,6257,57.88349049065047,0,0,249
SOC64.01,SOC64,.01,6141,139.47923790913532,0,0,423
SOC65.01,SOC65,.01,356,0.0,0,0,0
SOC65.02,SOC65,.02,7937,73.26685145520977,0,0,293
SOC66.01,SOC66,.01,6062,41.69432530517981,0,0,213
SOD01.07,SOD01,.07,1146,5236.6631762652705,3123,877,11080
SOD01.08,SOD01,.08,708,3618.0550847457625,2498,1729,5614
SOD02.07,SOD02,.07,43,4387.860465116279,1329,1329,8754
SOD02.08,SOD02,.08,7,3239.1428571428573,1691,1691,6660
SOD03.05,SOD03,.05,24231,2849.8215509058646,0,0,7304
SOD04.06,SOD04,.06,14721,3189.7051830718024,1529,1204,7000
SOD04.07,SOD04,.07,9447,2265.4350587488093,1668,1235,4239
SOD05.04,SOD05,.04,1547,6003.526826115061,3195,2470,13821
SOD06.09,SOD06,.09,27902,8165.522292308795,27,15,23494
SOD08.05,SOD08,.05,23338,30.665352643756965,0,0,409
SOD09.08,SOD09,.08,25278,3.7696415855684786,0,0,133
SOD0B.01,SOD0B,.01,25229,0.0,0,0,0
SOD10.04,SOD10,.04,1477,0.0,0,0,0
SOD62.04,SOD62,.04,4967,3567.9893295751963,2447,1637,8172
SOD62.05,SOD62,.05,4342,2911.1425610317824,2323,1763,5518
SOD62.06,SOD62,.06,4831,2840.540467812047,2524,1378,5121
SOD63.07,SOD63,.07,4934,4985.039724361573,2393,1950,12217
SOD63.08,SOD63,.08,8262,5163.907407407408,2038,1869,12072
SOD63.09,SOD63,.09,1165,6723.011158798283,3187,961,16522
SOD64.04,SOD64,.04,501,11340.962075848303,3785,661,44340
SOD66.09,SOD66,.09,14999,7897.914660977399,6431,993,15748
SOD68.06,SOD68,.06,4823,0.0,0,0,0
SOD68.07,SOD68,.07,9140,0.0,0,0,0
SOD69.08,SOD69,.08,13965,0.0,0,0,0
SOD6A.01,SOD6A,.01,142,2874.1901408450703,2717,1012,5484
SOD6B.01,SOD6B,.01,13966,0.0,0,0,0
SOE01.04,SOE01,.04,990,5001.745454545455,2547,2542,10141
SOE01.05,SOE01,.05,751,3509.498002663116,2539,2536,5400
SOE02.03,SOE02,.03,15937,3021.423354458179,2196,2192,4535
SOE02.04,SOE02,.04,10702,2618.3743225565313,2192,2191,3684
SOE04.04,SOE04,.04,14503,3346.37881817555,2543,2540,5143
SOE04.05,SOE04,.05,9986,2866.899359102744,2539,2536,3755
SOE06.03,SOE06,.03,201,1489.6318407960198,0,0,4333
SOE08.02,SOE08,.02,39,3814.4615384615386,2192,2189,7789
SOE09.02,SOE09,.02,35,1092.057142857143,0,0,2971
SOE10.02,SOE10,.02,35,1275.2857142857142,0,0,3314
SOE62.06,SOE62,.06,8886,2943.5560432140446,2196,2193,4421
SOE62.07,SOE62,.07,4939,2507.7444826888036,2196,2192,3433
SOE63.03,SOE63,.03,147,2537.3537414965986,2428,2424,2979
SOE64.06,SOE64,.06,8757,2959.137718396711,2543,2543,4004
SOE64.07,SOE64,.07,3770,2739.673474801061,2543,2538,3410
SOE65.02,SOE65,.02,137,4272.8175182481755,2196,3,15832
SOE66.02,SOE66,.02,37,526.0,0,0,2782
SOE67.04,SOE67,.04,73,3076.7397260273974,2266,2266,4660
SOE67.05,SOE67,.05,284,2723.6338028169016,2266,2262,3729
SOE67.06,SOE67,.06,1171,2761.478223740393,2539,2538,3485
SOE69.02,SOE69,.02,248,1694.0120967741937,0,0,4603
SOE6A.02,SOE6A,.02,244,1004.6803278688525,0,0,3715
SOEV1.03,SOEV1,.03,24,2817.9166666666665,2264,2262,3912
SOEV1.04,SOEV1,.04,57,2932.754385964912,2536,2535,3870
SOH01.14,SOH01,.14,17125,4749.41097810219,3419,858,11153
SOH01.15,SOH01,.15,11123,3432.4209296053223,4009,667,7018
SOH61.07,SOH61,.07,9922,7365.933783511389,4557,1171,18430
SOH61.08,SOH61,.08,5347,5253.114643725454,4966,977,10334
SOI01.04,SOI01,.04,1074,4318.87895716946,2979,1435,9572
SOI01.05,SOI01,.05,709,3037.416078984485,2925,1445,5398
SOJ01.02,SOJ01,.02,12801,8157.825794859777,5810,1181,16863
SOJ01.03,SOJ01,.03,3775,3055.7170860927154,3164,595,6237
SOJ01.04,SOJ01,.04,10991,3396.8838140296607,3234,554,7081
SOJ61.02,SOJ61,.02,6668,4694.652969406119,1486,370,11364
SOJ61.03,SOJ61,.03,2501,3255.109556177529,2258,513,6547
SOJ61.04,SOJ61,.04,5459,3213.5849056603774,1405,77,6686
SOK01.05,SOK01,.05,18,2766.4444444444443,3,3,6250
SOK01.06,SOK01,.06,9,3856.8888888888887,0,0,10239
SOK01.07,SOK01,.07,26,1525.2307692307693,243,243,3473
SOK01.09,SOK01,.09,1,1817.0,1817,1817,1817
SOK01.10,SOK01,.10,74,1629.554054054054,683,541,2939
SOK02.06,SOK02,.06,272,8025.448529411765,2982,1297,17518
SOK02.07,SOK02,.07,312,3800.3365384615386,1633,595,10921
SOK02.08,SOK02,.08,445,1607.9280898876405,1498,769,2447
SOK02.10,SOK02,.10,11,1102.6363636363637,12,12,2041
SOK02.11,SOK02,.11,630,1537.0238095238096,1475,725,2358
SOK03.06,SOK03,.06,6065,7928.987963726298,4491,1575,17310
SOK03.07,SOK03,.07,5957,5251.59543394326,1706,962,13057
SOK03.08,SOK03,.08,3607,1743.8098142500694,1722,925,2561
SOK03.09,SOK03,.09,1,0.0,0,0,0
SOK03.10,SOK03,.10,10290,1755.634596695821,1710,875,2636
SOK04.04,SOK04,.04,1,735.0,735,735,735
SOK05.07,SOK05,.07,51,2860.607843137255,2377,3,5524
SOK05.09,SOK05,.09,138,2738.0434782608695,2381,729,4746
SOK06.03,SOK06,.03,4,75.75,66,25,146
SOK06.04,SOK06,.04,4,1632.25,424,424,3191
SOK63.05,SOK63,.05,2891,6538.646489104116,6,5,17491
SOK63.06,SOK63,.06,2201,5885.679236710586,2038,171,14089
SOK63.07,SOK63,.07,1768,2005.0339366515836,1857,937,3072
SOK63.08,SOK63,.08,2734,1951.9681784930506,1861,1295,2608
SOK63.09,SOK63,.09,3,0.0,0,0,0
SOK63.10,SOK63,.10,5376,1879.4527529761904,1961,897,2861
SOK65.01,SOK65,.01,37,4421.540540540541,2377,3,17172
SOK65.02,SOK65,.02,109,2846.330275229358,2381,1795,4385
SOM01.08,SOM01,.08,244,809.5368852459017,758,377,1708
SOM01.09,SOM01,.09,204,754.2794117647059,747,407,1121
SOM01.10,SOM01,.10,2548,759.5223704866562,775,431,1336
SOM02.07,SOM02,.07,11032,757.6511058738216,782,687,827
SOM02.08,SOM02,.08,37075,779.773648010789,776,638,920
SOM03.02,SOM03,.02,5302,1086.253112033195,1062,1009,1163
SOM03.03,SOM03,.03,22701,1080.7023479141887,1070,904,1254
SOM62.08,SOM62,.08,4951,782.9977782266209,783,732,833
SOM62.09,SOM62,.09,4643,781.2407925909972,787,747,814
SOM62.10,SOM62,.10,17516,825.882221968486,808,654,999
SOM63.03,SOM63,.03,2538,1267.1611505122144,1236,1170,1421
SOM63.04,SOM63,.04,15211,1302.3022155019394,1251,1070,1534
SOM65.02,SOM65,.02,344,787.8255813953489,970,326,976
SOM6A.02,SOM6A,.02,111,2801.828828828829,919,609,6832
SOM6A.03,SOM6A,.03,30,2522.5666666666666,524,524,6712
SOM6A.04,SOM6A,.04,1,1915.0,1915,1915,1915
SOP01.08,SOP01,.08,10673,5982.046191323901,1756,1084,14150
SOP01.09,SOP01,.09,5744,3090.6291782729804,900,480,9093
SOP01.10,SOP01,.10,194,552.6546391752578,421,339,875
SOP01.11,SOP01,.11,9528,777.7957598656591,572,328,2061
SOP02.01,SOP02,.01,16,7074.625,1497,1497,18796
SOP02.02,SOP02,.02,692,1401.828034682081,476,270,4345
SOP61.05,SOP61,.05,5566,6066.090190441969,1637,1111,14788
SOP61.06,SOP61,.06,3534,2576.7368421052633,885,450,7841
SOP61.07,SOP61,.07,19,495.2105263157895,593,324,624
SOP61.08,SOP61,.08,148,1580.6554054054054,463,290,3921
SOP62.01,SOP62,.01,1,2397.0,2397,2397,2397
SOP63.01,SOP63,.01,160,991.4375,553,381,3327
SOP63.02,SOP63,.02,4546,719.3396392432908,525,328,1600
SOS01.05,SOS01,.05,1834,4524.754089422028,2921,1135,9484
SOU01.02,SOU01,.02,1801,10869.151027207106,7982,7172,16406
SOV01.02,SOV01,.02,458,1836.6855895196506,2,2,5978
SOV01.04,SOV01,.04,598,2430.7324414715717,977,307,6032
SOV01.05,SOV01,.05,744,1983.1720430107528,1020,496,4809
SOW04.01,SOW04,.01,16835,1935.908405108405,146,111,7014
SOW04.02,SOW04,.02,260,4426.346153846154,0,0,13462
SOW04.03,SOW04,.03,1516,3814.0600263852243,208,186,11213
SOW04.05,SOW04,.05,23204,1929.0136614376831,0,0,8421
SOW05.01,SOW05,.01,182,366.45054945054943,7,6,1636
SOW05.02,SOW05,.02,1541,323.42310188189487,6,6,1082
SOW05.04,SOW05,.04,23165,174.18104899633067,0,0,732
SOW06.01,SOW06,.01,23085,358.1094217024042,0,0,1013
SOW07.01,SOW07,.01,23005,584.1201477939578,0,0,2168
SOX01.05,SOX01,.05,5778,2609.764451367255,2377,2370,3471
SOX01.06,SOX01,.06,10538,2658.7343898272916,2377,2374,3450
SOX01.07,SOX01,.07,10535,2702.097104888467,2381,2376,3725
SOX02.04,SOX02,.04,14,3939.4285714285716,62,62,9079
SOX02.06,SOX02,.06,1,4255.0,4255,4255,4255
SOX02.07,SOX02,.07,49,2866.2244897959185,2380,2376,4593
SOX03.01,SOX03,.01,232,2955.887931034483,2377,2370,4702
SOX05.01,SOX05,.01,264,2963.6439393939395,2377,904,5023
SOX06.01,SOX06,.01,1,2377.0,2377,2377,2377
SOX61.04,SOX61,.04,2553,2673.4336075205642,2377,2376,3734
SOX61.06,SOX61,.06,6979,2889.6261642069067,2983,2376,3827
SOX61.07,SOX61,.07,5111,3139.3654862062217,2979,2376,4349
SOX62.03,SOX62,.03,17,9550.529411764706,11,11,38540
SOX63.02,SOX63,.02,14,2288.214285714286,2377,1038,2964
SOX63.03,SOX63,.03,134,4126.626865671642,2993,2394,6436
SOX65.01,SOX65,.01,377,2927.713527851459,2377,994,4860
SPA01.08,SPA01,.08,8373,8051.331183566224,7846,7767,8593
SPA01.09,SPA01,.09,608,7939.611842105263,7835,7799,8246
SPA01.10,SPA01,.10,79,7885.481012658228,7835,7634,8183
SPA01.11,SPA01,.11,12,5371.25,0,0,8101
SPA01.12,SPA01,.12,20764,7836.920342901175,7836,7835,7847
SPA61.01,SPA61,.01,3,8248.333333333334,7835,7835,8816
SPA61.02,SPA61,.02,3,0.0,0,0,0
SPA61.03,SPA61,.03,13,4478.615384615385,7835,10,8910
SPA61.04,SPA61,.04,11923,7837.119013671056,7836,7835,7850
SPB01.02,SPB01,.02,509,3827.4223968565816,2995,2774,5217
